Site,Buy-In,Tourney Start,Tourney End,My C Net Won,Hands,chipEV/tourney,Chips Won
Sportium,10,2021/03/10 11:47 am,2021/03/10 11:51 am,-€10.00,10,-458,-500
Sportium,10,2021/03/10 11:44 am,2021/03/10 11:49 am,-€10.00,15,-101,-500
Sportium,10,2021/03/10 11:42 am,2021/03/10 11:44 am,-€10.00,8,-296,-500
Sportium,10,2021/03/10 11:40 am,2021/03/10 11:47 am,-€10.00,23,4,-500
Sportium,10,2021/03/10 11:38 am,2021/03/10 11:41 am,-€10.00,12,-241,-500
Sportium,10,2021/03/10 11:37 am,2021/03/10 11:37 am,-€10.00,1,5,-500
Sportium,10,2021/03/10 11:34 am,2021/03/10 11:40 am,-€10.00,20,157,-500
Sportium,10,2021/03/10 11:32 am,2021/03/10 11:36 am,-€10.00,10,649,-500
Sportium,10,2021/03/10 11:28 am,2021/03/10 11:31 am,-€10.00,11,-363,-500
Sportium,10,2021/03/10 11:05 am,2021/03/10 11:06 am,-€10.00,4,29,-500
Sportium,10,2021/03/10 10:52 am,2021/03/10 10:56 am,-€10.00,15,-106,-500
Sportium,10,2021/03/10 10:51 am,2021/03/10 10:56 am,-€10.00,8,-82,-500
Sportium,10,2021/03/10 10:43 am,2021/03/10 10:45 am,-€10.00,4,147,-500
Sportium,10,2021/03/10 10:40 am,2021/03/10 10:42 am,-€10.00,6,-265,-500
Sportium,10,2021/03/10 10:35 am,2021/03/10 10:40 am,-€10.00,12,124,-500
Sportium,10,2021/03/09  7:54 pm,2021/03/09  7:58 pm,-€10.00,10,166,-500
Sportium,10,2021/03/09  7:46 pm,2021/03/09  7:53 pm,-€10.00,31,575,-500
Sportium,10,2021/03/09  7:45 pm,2021/03/09  7:53 pm,-€10.00,28,-422,-500
Sportium,10,2021/03/09  7:41 pm,2021/03/09  7:45 pm,-€10.00,16,-421,-500
Sportium,10,2021/03/09  7:38 pm,2021/03/09  7:40 pm,-€10.00,8,15,-500
Sportium,10,2021/03/09  7:33 pm,2021/03/09  7:37 pm,-€10.00,13,-104,-500
Sportium,10,2021/03/09  7:30 pm,2021/03/09  7:33 pm,-€10.00,8,-228,-500
Sportium,10,2021/03/09  1:11 pm,2021/03/09  1:14 pm,-€10.00,11,199,-500
