Site,Buy-In,Tourney Start,Tourney End,My C Net Won,Hands,chipEV/tourney,Chips Won
PS.es,1,2018/11/27  7:39 am,2018/11/27  7:45 am,-€1.00,14,-317,-500
PS.es,1,2018/11/27  7:27 am,2018/11/27  7:38 am,-€1.00,37,898,-500
PS.es,1,2018/11/27  7:27 am,2018/11/27  7:39 am,-€1.00,31,-99,-500
PS.es,1,2018/11/27  7:26 am,2018/11/27  7:35 am,-€1.00,21,-239,-500
PS.es,1,2018/11/27  7:19 am,2018/11/27  7:27 am,-€1.00,23,-500,-500
PS.es,1,2018/11/27  7:19 am,2018/11/27  7:25 am,-€1.00,28,-107,-500
PS.es,1,2018/11/27  7:16 am,2018/11/27  7:18 am,-€1.00,7,-198,-500
PS.es,1,2018/11/27  7:14 am,2018/11/27  7:24 am,-€1.00,20,-155,-500
PS.es,1,2018/11/27  7:14 am,2018/11/27  7:15 am,-€1.00,4,-26,-500
PS.es,1,2018/11/27  7:12 am,2018/11/27  7:18 am,-€1.00,13,-292,-500
PS.es,1,2018/11/27  7:07 am,2018/11/27  7:11 am,-€1.00,10,-432,-500
PS.es,1,2018/11/27  7:06 am,2018/11/27  7:10 am,-€1.00,13,-51,-500
PS.es,1,2018/09/27  5:40 pm,2018/09/27  5:42 pm,-€1.00,11,-165,-500
PS.es,1,2018/09/09  9:19 pm,2018/09/09  9:22 pm,-€1.00,14,-71,-500
PS.es,1,2018/09/09  9:19 pm,2018/09/09  9:19 pm,-€1.00,1,6,-500
PS.es,1,2018/09/09  2:21 pm,2018/09/09  2:30 pm,-€1.00,37,-80,-500
PS.es,1,2018/09/09  1:36 pm,2018/09/09  1:44 pm,-€1.00,27,-198,-500
PS.es,1,2018/09/07 10:28 pm,2018/09/07 10:36 pm,-€1.00,37,-218,-500
PS.es,1,2018/09/07 10:21 pm,2018/09/07 10:24 pm,-€1.00,11,238,-500
PS.es,1,2018/09/07 10:20 pm,2018/09/07 10:20 pm,-€1.00,1,323,-500
PS.es,1,2018/09/07 10:17 pm,2018/09/07 10:20 pm,-€1.00,8,89,-500
