"Site","Tournament #","Buy-In","Tourney Start","Tourney End","My C Net Won","Hands","chipEV/tourney","Chips Won"
"iPoker Network","649013331","€9.30+€0.70","2021/06/09 12:07 pm","2021/06/09 12:10 pm","€10.00","9","-199","1,000"
"iPoker Network","649013309","€9.30+€0.70","2021/06/09 12:06 pm","2021/06/09 12:12 pm","€10.00","15","-253","1,000"
"iPoker Network","648878234","€9.30+€0.70","2021/06/08  1:47 pm","2021/06/08  1:52 pm","-€10.00","20","-53","-500"
"iPoker Network","648878136","€9.30+€0.70","2021/06/08  1:44 pm","2021/06/08  1:49 pm","-€10.00","16","-468","-500"
"iPoker Network","648878062","€9.30+€0.70","2021/06/08  1:43 pm","2021/06/08  1:46 pm","-€10.00","5","-405","-500"
"iPoker Network","648877943","€9.30+€0.70","2021/06/08  1:36 pm","2021/06/08  1:41 pm","-€10.00","16","-202","-500"
"iPoker Network","648877875","€9.30+€0.70","2021/06/08  1:34 pm","2021/06/08  1:40 pm","€10.00","20","114","1,000"
"iPoker Network","648877792","€9.30+€0.70","2021/06/08  1:31 pm","2021/06/08  1:32 pm","-€10.00","6","-307","-500"
"iPoker Network","648877665","€9.30+€0.70","2021/06/08  1:27 pm","2021/06/08  1:35 pm","€30.00","22","505","1,000"
"iPoker Network","648877527","€9.30+€0.70","2021/06/08  1:20 pm","2021/06/08  1:26 pm","-€10.00","17","-533","-500"
"iPoker Network","648877545","€9.30+€0.70","2021/06/08  1:20 pm","2021/06/08  1:30 pm","-€10.00","37","-466","-500"
"iPoker Network","648875507","€9.30+€0.70","2021/06/08 12:27 pm","2021/06/08 12:32 pm","€10.00","15","423","1,000"
"iPoker Network","648875638","€9.30+€0.70","2021/06/08 12:25 pm","2021/06/08 12:32 pm","€90.00","22","45","1,000"
"iPoker Network","648875397","€9.30+€0.70","2021/06/08 12:21 pm","2021/06/08 12:24 pm","-€10.00","9","-4","-500"
"iPoker Network","648875355","€9.30+€0.70","2021/06/08 12:20 pm","2021/06/08 12:25 pm","-€10.00","15","-399","-500"
"iPoker Network","648875327","€9.30+€0.70","2021/06/08 12:19 pm","2021/06/08 12:19 pm","-€10.00","1","-467","-500"
"iPoker Network","648875201","€9.30+€0.70","2021/06/08 12:15 pm","2021/06/08 12:21 pm","€10.00","17","194","1,000"
"iPoker Network","648874432","€9.30+€0.70","2021/06/08 12:10 pm","2021/06/08 12:18 pm","€10.00","26","347","1,000"
"iPoker Network","648874806","€9.30+€0.70","2021/06/08 12:09 pm","2021/06/08 12:09 pm","-€10.00","1","-303","-500"
"iPoker Network","648874673","€9.30+€0.70","2021/06/08 12:07 pm","2021/06/08 12:15 pm","€10.00","23","588","1,000"
"iPoker Network","648874340","€9.30+€0.70","2021/06/08 12:01 pm","2021/06/08 12:08 pm","€10.00","26","-108","1,000"
"iPoker Network","648874396","€9.30+€0.70","2021/06/08 12:01 pm","2021/06/08 12:05 pm","-€10.00","13","152","-500"
"iPoker Network","645566446","€18.60+€1.40","2021/05/14 12:01 pm","2021/05/14 12:05 pm","€20.00","17","313","1,000"
"iPoker Network","637871322","€0.93+€0.07","2021/03/26 11:14 am","2021/03/26 11:14 am","-€1.00","1","161","-500"
"iPoker Network","637874283","€0.93+€0.07","2021/03/26 11:12 am","2021/03/26 11:18 am","€9.00","16","791","1,000"
"iPoker Network","637874652","€0.93+€0.07","2021/03/26 11:11 am","2021/03/26 11:15 am","-€1.00","7","-204","-500"
"iPoker Network","637874376","€0.93+€0.07","2021/03/26 11:11 am","2021/03/26 11:17 am","-€1.00","14","-388","-500"
"iPoker Network","637873855","€0.93+€0.07","2021/03/26 10:58 am","2021/03/26 11:06 am","€4.00","26","-20","1,000"
"iPoker Network","637755098","€0.93+€0.07","2021/03/25  8:38 pm","2021/03/25  8:47 pm","-€1.00","26","-46","-500"
"iPoker Network","637754439","€0.93+€0.07","2021/03/25  8:28 pm","2021/03/25  8:35 pm","-€1.00","18","214","-500"
"iPoker Network","637753088","€0.93+€0.07","2021/03/25  8:15 pm","2021/03/25  8:23 pm","€1.00","22","546","1,000"
"iPoker Network","637451116","€9.30+€0.70","2021/03/23  8:50 pm","2021/03/23  8:56 pm","-€10.00","15","-8","-500"
"iPoker Network","637420450","€9.30+€0.70","2021/03/23 11:15 am","2021/03/23 11:23 am","-€10.00","21","326","-500"
"iPoker Network","637420444","€9.30+€0.70","2021/03/23 11:15 am","2021/03/23 11:18 am","-€10.00","6","-464","-500"
"iPoker Network","636428806","€18.60+€1.40","2021/03/17  9:04 pm","2021/03/17  9:10 pm","€20.00","23","10","1,000"
"iPoker Network","636428778","€18.60+€1.40","2021/03/17  9:03 pm","2021/03/17  9:09 pm","€40.00","15","367","1,000"
"iPoker Network","636427345","€18.60+€1.40","2021/03/17  8:59 pm","2021/03/17  9:02 pm","€40.00","9","994","1,000"
"iPoker Network","636427329","€18.60+€1.40","2021/03/17  8:58 pm","2021/03/17  9:03 pm","-€20.00","18","-25","-500"
"iPoker Network","636428012","€18.60+€1.40","2021/03/17  8:56 pm","2021/03/17  8:58 pm","€20.00","8","811","1,000"
"iPoker Network","636428008","€18.60+€1.40","2021/03/17  8:56 pm","2021/03/17  8:58 pm","-€20.00","6","-214","-500"
"iPoker Network","636426867","€18.60+€1.40","2021/03/17  8:51 pm","2021/03/17  8:55 pm","-€20.00","15","-260","-500"
"iPoker Network","636427256","€18.60+€1.40","2021/03/17  8:48 pm","2021/03/17  8:55 pm","€40.00","21","-167","1,000"
"iPoker Network","636426919","€18.60+€1.40","2021/03/17  8:45 pm","2021/03/17  8:50 pm","-€20.00","17","-404","-500"
"iPoker Network","636426558","€18.60+€1.40","2021/03/17  8:42 pm","2021/03/17  8:45 pm","-€20.00","7","-432","-500"
"iPoker Network","636425793","€18.60+€1.40","2021/03/17  8:42 pm","2021/03/17  8:48 pm","€40.00","19","279","1,000"
"iPoker Network","636401711","€18.60+€1.40","2021/03/17  1:46 pm","2021/03/17  1:56 pm","€40.00","34","-361","1,000"
"iPoker Network","636401641","€18.60+€1.40","2021/03/17  1:43 pm","2021/03/17  1:45 pm","-€20.00","4","-50","-500"
"iPoker Network","636401330","€18.60+€1.40","2021/03/17  1:42 pm","2021/03/17  1:48 pm","-€20.00","27","490","-500"
"iPoker Network","636401549","€18.60+€1.40","2021/03/17  1:40 pm","2021/03/17  1:43 pm","€20.00","10","510","1,000"
"iPoker Network","636401207","€18.60+€1.40","2021/03/17  1:37 pm","2021/03/17  1:41 pm","-€20.00","15","-268","-500"
"iPoker Network","636401418","€18.60+€1.40","2021/03/17  1:35 pm","2021/03/17  1:39 pm","-€20.00","10","91","-500"
"iPoker Network","636401008","€18.60+€1.40","2021/03/17  1:32 pm","2021/03/17  1:34 pm","€40.00","7","783","1,000"
"iPoker Network","636401277","€18.60+€1.40","2021/03/17  1:31 pm","2021/03/17  1:36 pm","-€20.00","22","-400","-500"
"iPoker Network","636401231","€18.60+€1.40","2021/03/17  1:30 pm","2021/03/17  1:31 pm","-€20.00","6","483","-500"
"iPoker Network","636401116","€18.60+€1.40","2021/03/17  1:26 pm","2021/03/17  1:30 pm","-€20.00","16","112","-500"
"iPoker Network","636401032","€18.60+€1.40","2021/03/17  1:23 pm","2021/03/17  1:24 pm","€20.00","7","708","1,000"
"iPoker Network","636400952","€18.60+€1.40","2021/03/17  1:22 pm","2021/03/17  1:29 pm","€40.00","23","371","1,000"
"iPoker Network","636400854","€18.60+€1.40","2021/03/17  1:18 pm","2021/03/17  1:22 pm","-€20.00","15","-425","-500"
"iPoker Network","636400842","€18.60+€1.40","2021/03/17  1:17 pm","2021/03/17  1:22 pm","-€20.00","15","-349","-500"
"iPoker Network","636397668","€18.60+€1.40","2021/03/17 12:00 pm","2021/03/17 12:04 pm","-€20.00","18","-202","-500"
"iPoker Network","636397531","€18.60+€1.40","2021/03/17 11:58 am","2021/03/17 12:05 pm","€80.00","17","-272","1,000"
"iPoker Network","636397660","€18.60+€1.40","2021/03/17 11:57 am","2021/03/17 11:59 am","-€20.00","8","657","1,000"
"iPoker Network","636397323","€18.60+€1.40","2021/03/17 11:52 am","2021/03/17 11:58 am","-€20.00","17","-297","-500"
"iPoker Network","636397235","€18.60+€1.40","2021/03/17 11:51 am","2021/03/17 11:56 am","€40.00","20","108","1,000"
"iPoker Network","636397179","€18.60+€1.40","2021/03/17 11:49 am","2021/03/17 11:51 am","-€20.00","10","-71","-500"
"iPoker Network","636397017","€18.60+€1.40","2021/03/17 11:49 am","2021/03/17 11:50 am","-€20.00","4","-194","-500"
"iPoker Network","636396533","€18.60+€1.40","2021/03/17 11:43 am","2021/03/17 11:48 am","-€20.00","15","184","-500"
"iPoker Network","636396871","€18.60+€1.40","2021/03/17 11:43 am","2021/03/17 11:48 am","-€20.00","18","-166","-500"
"iPoker Network","636396621","€18.60+€1.40","2021/03/17 11:39 am","2021/03/17 11:43 am","-€20.00","14","32","-500"
"iPoker Network","636396557","€18.60+€1.40","2021/03/17 11:38 am","2021/03/17 11:43 am","€20.00","13","-193","1,000"
"iPoker Network","636396169","€18.60+€1.40","2021/03/17 11:33 am","2021/03/17 11:37 am","-€20.00","13","-188","-500"
"iPoker Network","636396285","€18.60+€1.40","2021/03/17 11:33 am","2021/03/17 11:38 am","-€20.00","12","-304","-500"
"iPoker Network","636253978","€18.60+€1.40","2021/03/16  9:02 pm","2021/03/16  9:09 pm","€60.00","24","803","1,000"
"iPoker Network","636253727","€18.60+€1.40","2021/03/16  8:59 pm","2021/03/16  9:08 pm","€80.00","28","107","1,000"
"iPoker Network","636253319","€18.60+€1.40","2021/03/16  8:55 pm","2021/03/16  9:00 pm","-€20.00","16","-57","-500"
"iPoker Network","636253241","€20.00+€0.00","2021/03/16  8:54 pm","2021/03/16  8:58 pm","-€20.00","16","-500","-500"
"iPoker Network","636252937","€18.60+€1.40","2021/03/16  8:52 pm","2021/03/16  8:53 pm","-€20.00","4","-453","-500"
"iPoker Network","636252734","€18.60+€1.40","2021/03/16  8:49 pm","2021/03/16  8:55 pm","-€20.00","17","-175","-500"
"iPoker Network","636252500","€18.60+€1.40","2021/03/16  8:47 pm","2021/03/16  8:51 pm","-€20.00","12","-130","-500"
"iPoker Network","636252180","€18.60+€1.40","2021/03/16  8:45 pm","2021/03/16  8:49 pm","€20.00","10","-99","1,000"
"iPoker Network","636251830","€18.60+€1.40","2021/03/16  8:41 pm","2021/03/16  8:44 pm","-€20.00","9","31","1,000"
"iPoker Network","636251417","€18.60+€1.40","2021/03/16  8:37 pm","2021/03/16  8:47 pm","€60.00","26","139","1,000"
"iPoker Network","636250615","€18.60+€1.40","2021/03/16  8:36 pm","2021/03/16  8:41 pm","-€20.00","19","-431","-500"
"iPoker Network","636250402","€18.60+€1.40","2021/03/16  8:34 pm","2021/03/16  8:36 pm","-€20.00","7","-159","-500"
"iPoker Network","636250599","€18.60+€1.40","2021/03/16  8:31 pm","2021/03/16  8:35 pm","-€20.00","17","17","-500"
"iPoker Network","636250777","€18.60+€1.40","2021/03/16  8:31 pm","2021/03/16  8:34 pm","-€20.00","11","-82","-500"
"iPoker Network","636247561","€18.60+€1.40","2021/03/16  8:00 pm","2021/03/16  8:04 pm","-€20.00","15","-8","-500"
"iPoker Network","636246907","€18.60+€1.40","2021/03/16  7:55 pm","2021/03/16  8:04 pm","€80.00","33","531","1,000"
"iPoker Network","636247055","€18.60+€1.40","2021/03/16  7:55 pm","2021/03/16  7:59 pm","€20.00","18","447","1,000"
"iPoker Network","636246440","€18.60+€1.40","2021/03/16  7:50 pm","2021/03/16  7:54 pm","€40.00","13","611","1,000"
"iPoker Network","636246394","€18.60+€1.40","2021/03/16  7:48 pm","2021/03/16  7:54 pm","-€20.00","18","89","-500"
"iPoker Network","636246250","€18.60+€1.40","2021/03/16  7:48 pm","2021/03/16  7:49 pm","-€20.00","6","-199","-500"
"iPoker Network","636245799","€18.60+€1.40","2021/03/16  7:43 pm","2021/03/16  7:47 pm","-€20.00","20","-238","-500"
"iPoker Network","636245820","€18.60+€1.40","2021/03/16  7:43 pm","2021/03/16  7:43 pm","-€20.00","2","-48","-500"
"iPoker Network","636245590","€18.60+€1.40","2021/03/16  7:42 pm","2021/03/16  7:47 pm","-€20.00","16","-36","-500"
"iPoker Network","636245354","€18.60+€1.40","2021/03/16  7:38 pm","2021/03/16  7:42 pm","-€20.00","14","-214","-500"
"iPoker Network","636245248","€18.60+€1.40","2021/03/16  7:37 pm","2021/03/16  7:42 pm","€20.00","12","1,280","1,000"
"iPoker Network","636245052","€18.60+€1.40","2021/03/16  7:35 pm","2021/03/16  7:36 pm","-€20.00","4","-68","-500"
"iPoker Network","636244718","€18.60+€1.40","2021/03/16  7:32 pm","2021/03/16  7:34 pm","-€20.00","8","-231","-500"
"iPoker Network","636244570","€18.60+€1.40","2021/03/16  7:30 pm","2021/03/16  7:37 pm","€20.00","26","420","1,000"
"iPoker Network","636242611","€18.60+€1.40","2021/03/16  7:25 pm","2021/03/16  7:29 pm","€20.00","12","297","1,000"
"iPoker Network","636242579","€18.60+€1.40","2021/03/16  7:25 pm","2021/03/16  7:31 pm","€40.00","14","764","1,000"
"iPoker Network","636241709","€18.60+€1.40","2021/03/16  6:58 pm","2021/03/16  7:04 pm","€60.00","15","814","1,000"
"iPoker Network","636241457","€18.60+€1.40","2021/03/16  6:55 pm","2021/03/16  6:57 pm","€20.00","8","527","1,000"
"iPoker Network","636240339","€18.60+€1.40","2021/03/16  6:51 pm","2021/03/16  7:03 pm","€60.00","57","1,061","1,000"
"iPoker Network","636241095","€20.00+€0.00","2021/03/16  6:50 pm","2021/03/16  6:54 pm","-€20.00","16","36","-500"
"iPoker Network","636240927","€18.60+€1.40","2021/03/16  6:48 pm","2021/03/16  6:50 pm","-€20.00","10","5","-500"
"iPoker Network","636240759","€18.60+€1.40","2021/03/16  6:45 pm","2021/03/16  6:49 pm","€60.00","14","512","1,000"
"iPoker Network","636240473","€18.60+€1.40","2021/03/16  6:42 pm","2021/03/16  6:47 pm","€20.00","19","211","1,000"
"iPoker Network","636240001","€18.60+€1.40","2021/03/16  6:38 pm","2021/03/16  6:45 pm","-€20.00","26","32","-500"
"iPoker Network","636240108","€18.60+€1.40","2021/03/16  6:38 pm","2021/03/16  6:41 pm","-€20.00","12","-309","-500"
"iPoker Network","636238755","€18.60+€1.40","2021/03/16  6:35 pm","2021/03/16  6:37 pm","€60.00","8","255","1,000"
"iPoker Network","636238547","€18.60+€1.40","2021/03/16  6:31 pm","2021/03/16  6:37 pm","-€20.00","17","198","-500"
"iPoker Network","636239385","€18.60+€1.40","2021/03/16  6:29 pm","2021/03/16  6:30 pm","-€20.00","5","-500","-500"
"iPoker Network","636239089","€18.60+€1.40","2021/03/16  6:25 pm","2021/03/16  6:34 pm","-€20.00","30","143","-500"
"iPoker Network","636238679","€18.60+€1.40","2021/03/16  6:22 pm","2021/03/16  6:28 pm","-€20.00","15","583","-500"
"iPoker Network","636237619","€18.60+€1.40","2021/03/16  6:19 pm","2021/03/16  6:22 pm","-€20.00","10","-296","-500"
"iPoker Network","636238415","€18.60+€1.40","2021/03/16  6:17 pm","2021/03/16  6:25 pm","-€20.00","23","675","-500"
"iPoker Network","636238293","€18.60+€1.40","2021/03/16  6:15 pm","2021/03/16  6:19 pm","-€20.00","15","-61","-500"
"iPoker Network","636238129","€18.60+€1.40","2021/03/16  6:13 pm","2021/03/16  6:14 pm","-€20.00","2","-58","-500"
"iPoker Network","636238121","€18.60+€1.40","2021/03/16  6:12 pm","2021/03/16  6:16 pm","-€20.00","15","224","-500"
"iPoker Network","636236514","€18.60+€1.40","2021/03/16  6:10 pm","2021/03/16  6:12 pm","€20.00","9","572","1,000"
"iPoker Network","636237493","€18.60+€1.40","2021/03/16  6:04 pm","2021/03/16  6:11 pm","€40.00","24","181","1,000"
"iPoker Network","636237513","€18.60+€1.40","2021/03/16  6:04 pm","2021/03/16  6:09 pm","-€20.00","22","-470","-500"
"iPoker Network","636230860","€18.60+€1.40","2021/03/16  3:39 pm","2021/03/16  3:42 pm","-€20.00","9","-322","-500"
"iPoker Network","636230635","€18.60+€1.40","2021/03/16  3:37 pm","2021/03/16  3:42 pm","-€20.00","15","-355","-500"
"iPoker Network","636230570","€18.60+€1.40","2021/03/16  3:36 pm","2021/03/16  3:38 pm","-€20.00","6","242","-500"
"iPoker Network","636230621","€18.60+€1.40","2021/03/16  3:31 pm","2021/03/16  3:36 pm","-€20.00","12","130","-500"
"iPoker Network","636230401","€9.30+€0.70","2021/03/16  3:25 pm","2021/03/16  3:34 pm","€30.00","27","338","1,000"
"iPoker Network","636230391","€18.60+€1.40","2021/03/16  3:22 pm","2021/03/16  3:30 pm","€60.00","26","218","1,000"
"iPoker Network","636230177","€18.60+€1.40","2021/03/16  3:20 pm","2021/03/16  3:24 pm","-€20.00","14","-56","-500"
"iPoker Network","636230271","€9.30+€0.70","2021/03/16  3:18 pm","2021/03/16  3:21 pm","€10.00","10","570","1,000"
"iPoker Network","636230181","€18.60+€1.40","2021/03/16  3:14 pm","2021/03/16  3:17 pm","-€20.00","9","-64","-500"
"iPoker Network","636230175","€18.60+€1.40","2021/03/16  3:13 pm","2021/03/16  3:20 pm","€20.00","28","161","1,000"
"iPoker Network","636228584","€9.30+€0.70","2021/03/16  2:09 pm","2021/03/16  2:12 pm","-€10.00","9","427","-500"
"iPoker Network","636228540","€9.30+€0.70","2021/03/16  2:06 pm","2021/03/16  2:08 pm","€10.00","3","939","1,000"
"iPoker Network","636228512","€9.30+€0.70","2021/03/16  2:06 pm","2021/03/16  2:09 pm","€20.00","11","382","1,000"
"iPoker Network","636228518","€9.30+€0.70","2021/03/16  2:05 pm","2021/03/16  2:06 pm","-€10.00","3","-218","-500"
"iPoker Network","636228389","€9.30+€0.70","2021/03/16  2:00 pm","2021/03/16  2:04 pm","€10.00","17","602","1,000"
"iPoker Network","636228314","€9.30+€0.70","2021/03/16  1:59 pm","2021/03/16  2:05 pm","€10.00","21","-438","1,000"
"iPoker Network","636228191","€9.30+€0.70","2021/03/16  1:53 pm","2021/03/16  1:59 pm","€20.00","19","762","1,000"
"iPoker Network","636227889","€9.30+€0.70","2021/03/16  1:52 pm","2021/03/16  1:58 pm","€40.00","20","1,055","1,000"
"iPoker Network","636228141","€9.30+€0.70","2021/03/16  1:49 pm","2021/03/16  1:51 pm","-€10.00","5","-85","-500"
"iPoker Network","636227831","€9.30+€0.70","2021/03/16  1:47 pm","2021/03/16  1:52 pm","-€10.00","17","-217","-500"
"iPoker Network","636227993","€9.30+€0.70","2021/03/16  1:44 pm","2021/03/16  1:49 pm","€10.00","13","352","1,000"
"iPoker Network","636227815","€9.30+€0.70","2021/03/16  1:40 pm","2021/03/16  1:46 pm","€10.00","24","817","1,000"
"iPoker Network","636227867","€9.30+€0.70","2021/03/16  1:40 pm","2021/03/16  1:43 pm","-€10.00","7","-416","-500"
"iPoker Network","636225439","€9.30+€0.70","2021/03/16 12:20 pm","2021/03/16 12:29 pm","-€10.00","31","305","-500"
"iPoker Network","636225292","€9.30+€0.70","2021/03/16 12:16 pm","2021/03/16 12:25 pm","€20.00","28","709","1,000"
"iPoker Network","636225072","€9.30+€0.70","2021/03/16 12:14 pm","2021/03/16 12:19 pm","-€10.00","12","-247","-500"
"iPoker Network","636225038","€9.30+€0.70","2021/03/16 12:10 pm","2021/03/16 12:16 pm","-€10.00","15","-182","-500"
"iPoker Network","636224972","€9.30+€0.70","2021/03/16 12:09 pm","2021/03/16 12:10 pm","-€10.00","2","-500","-500"
"iPoker Network","636224818","€9.30+€0.70","2021/03/16 12:09 pm","2021/03/16 12:14 pm","-€10.00","13","-40","-500"
"iPoker Network","636224592","€9.30+€0.70","2021/03/16 12:05 pm","2021/03/16 12:08 pm","-€10.00","9","-410","-500"
"iPoker Network","636224796","€9.30+€0.70","2021/03/16 12:05 pm","2021/03/16 12:08 pm","-€10.00","11","-232","-500"
"iPoker Network","636224343","€9.30+€0.70","2021/03/16 12:00 pm","2021/03/16 12:04 pm","€20.00","10","577","1,000"
"iPoker Network","636224208","€18.60+€1.40","2021/03/16 11:55 am","2021/03/16 12:00 pm","€20.00","16","481","1,000"
"iPoker Network","636224250","€18.60+€1.40","2021/03/16 11:54 am","2021/03/16 12:05 pm","-€20.00","32","-689","-500"
"iPoker Network","636088269","€18.60+€1.40","2021/03/15  9:55 pm","2021/03/15 10:05 pm","€40.00","33","844","1,000"
"iPoker Network","636087966","€18.60+€1.40","2021/03/15  9:52 pm","2021/03/15 10:00 pm","€40.00","27","-103","1,000"
"iPoker Network","636087587","€18.60+€1.40","2021/03/15  9:50 pm","2021/03/15  9:54 pm","-€20.00","11","-234","-500"
"iPoker Network","636087593","€18.60+€1.40","2021/03/15  9:50 pm","2021/03/15  9:52 pm","-€20.00","6","-290","-500"
"iPoker Network","636074806","€18.60+€1.40","2021/03/15  8:07 pm","2021/03/15  8:11 pm","€20.00","16","470","1,000"
"iPoker Network","636075397","€18.60+€1.40","2021/03/15  8:06 pm","2021/03/15  8:10 pm","€60.00","18","791","1,000"
"iPoker Network","636074920","€18.60+€1.40","2021/03/15  7:59 pm","2021/03/15  8:06 pm","€40.00","17","171","1,000"
"iPoker Network","636074844","€18.60+€1.40","2021/03/15  7:58 pm","2021/03/15  8:05 pm","-€20.00","22","-202","-500"
"iPoker Network","636074671","€18.60+€1.40","2021/03/15  7:56 pm","2021/03/15  7:58 pm","-€20.00","8","-139","-500"
"iPoker Network","636074296","€18.60+€1.40","2021/03/15  7:52 pm","2021/03/15  7:55 pm","€20.00","14","-140","1,000"
"iPoker Network","636074130","€18.60+€1.40","2021/03/15  7:50 pm","2021/03/15  7:57 pm","€60.00","21","373","1,000"
"iPoker Network","636073978","€18.60+€1.40","2021/03/15  7:49 pm","2021/03/15  7:50 pm","-€20.00","2","-347","-500"
"iPoker Network","636073836","€18.60+€1.40","2021/03/15  7:47 pm","2021/03/15  7:49 pm","-€20.00","4","-4","-500"
"iPoker Network","636073539","€18.60+€1.40","2021/03/15  7:44 pm","2021/03/15  7:46 pm","-€20.00","8","42","-500"
"iPoker Network","636073344","€18.60+€1.40","2021/03/15  7:42 pm","2021/03/15  7:51 pm","€80.00","31","635","1,000"
"iPoker Network","636071526","€18.60+€1.40","2021/03/15  7:38 pm","2021/03/15  7:41 pm","-€20.00","10","-90","-500"
"iPoker Network","636072957","€18.60+€1.40","2021/03/15  7:37 pm","2021/03/15  7:43 pm","-€20.00","18","-177","-500"
"iPoker Network","636072760","€18.60+€1.40","2021/03/15  7:35 pm","2021/03/15  7:37 pm","-€20.00","5","-379","-500"
"iPoker Network","636071286","€18.60+€1.40","2021/03/15  7:34 pm","2021/03/15  7:36 pm","-€20.00","6","-102","-500"
"iPoker Network","636057748","€9.30+€0.70","2021/03/15  2:51 pm","2021/03/15  2:55 pm","-€10.00","8","448","-500"
"iPoker Network","636057938","€9.30+€0.70","2021/03/15  2:50 pm","2021/03/15  2:54 pm","-€10.00","15","-2","-500"
"iPoker Network","636057848","€9.30+€0.70","2021/03/15  2:46 pm","2021/03/15  2:50 pm","€10.00","13","414","1,000"
"iPoker Network","636057818","€9.30+€0.70","2021/03/15  2:45 pm","2021/03/15  2:49 pm","€30.00","17","-121","1,000"
"iPoker Network","636057698","€9.30+€0.70","2021/03/15  2:41 pm","2021/03/15  2:45 pm","-€10.00","12","-384","-500"
"iPoker Network","636057728","€9.30+€0.70","2021/03/15  2:41 pm","2021/03/15  2:43 pm","-€10.00","10","-500","-500"
"iPoker Network","636057628","€9.30+€0.70","2021/03/15  2:37 pm","2021/03/15  2:40 pm","-€10.00","8","295","-500"
"iPoker Network","636057206","€9.30+€0.70","2021/03/15  2:34 pm","2021/03/15  2:40 pm","-€10.00","27","584","-500"
"iPoker Network","636057467","€9.30+€0.70","2021/03/15  2:31 pm","2021/03/15  2:33 pm","-€10.00","10","-188","-500"
"iPoker Network","636057158","€9.30+€0.70","2021/03/15  2:30 pm","2021/03/15  2:36 pm","-€10.00","20","-513","-500"
"iPoker Network","636057411","€9.30+€0.70","2021/03/15  2:28 pm","2021/03/15  2:29 pm","-€10.00","6","150","-500"
"iPoker Network","636057328","€9.30+€0.70","2021/03/15  2:27 pm","2021/03/15  2:30 pm","-€10.00","12","31","-500"
"iPoker Network","636057214","€9.30+€0.70","2021/03/15  2:22 pm","2021/03/15  2:26 pm","-€10.00","17","179","-500"
"iPoker Network","636057210","€9.30+€0.70","2021/03/15  2:21 pm","2021/03/15  2:27 pm","€30.00","21","371","1,000"
"iPoker Network","636054624","€9.30+€0.70","2021/03/15 12:49 pm","2021/03/15 12:51 pm","-€10.00","3","144","-500"
"iPoker Network","636054086","€9.30+€0.70","2021/03/15 12:46 pm","2021/03/15 12:50 pm","-€10.00","16","11","-500"
"iPoker Network","636054242","€9.30+€0.70","2021/03/15 12:40 pm","2021/03/15 12:45 pm","€10.00","20","371","1,000"
"iPoker Network","636054078","€9.30+€0.70","2021/03/15 12:37 pm","2021/03/15 12:48 pm","€30.00","46","1,367","1,000"
"iPoker Network","636053968","€9.30+€0.70","2021/03/15 12:33 pm","2021/03/15 12:39 pm","€10.00","23","-194","1,000"
"iPoker Network","636053864","€9.30+€0.70","2021/03/15 12:30 pm","2021/03/15 12:37 pm","-€10.00","19","-204","-500"
"iPoker Network","636053727","€9.30+€0.70","2021/03/15 12:27 pm","2021/03/15 12:32 pm","-€10.00","17","-131","-500"
"iPoker Network","636053614","€9.30+€0.70","2021/03/15 12:23 pm","2021/03/15 12:26 pm","€10.00","10","85","1,000"
"iPoker Network","636053364","€9.30+€0.70","2021/03/15 12:21 pm","2021/03/15 12:26 pm","-€10.00","12","-480","-500"
"iPoker Network","636053301","€9.30+€0.70","2021/03/15 12:19 pm","2021/03/15 12:21 pm","-€10.00","4","372","-500"
"iPoker Network","636053448","€9.30+€0.70","2021/03/15 12:19 pm","2021/03/15 12:22 pm","-€10.00","12","-43","-500"
"iPoker Network","636051799","€9.30+€0.70","2021/03/15 11:50 am","2021/03/15 11:56 am","-€10.00","24","-684","-500"
"iPoker Network","636051976","€9.30+€0.70","2021/03/15 11:48 am","2021/03/15 11:50 am","-€10.00","3","-110","-500"
"iPoker Network","636051855","€9.30+€0.70","2021/03/15 11:46 am","2021/03/15 11:51 am","€10.00","17","1,318","1,000"
"iPoker Network","636051454","€9.30+€0.70","2021/03/15 11:39 am","2021/03/15 11:45 am","€10.00","26","-229","1,000"
"iPoker Network","636051406","€9.30+€0.70","2021/03/15 11:38 am","2021/03/15 11:47 am","€30.00","31","-252","1,000"
"iPoker Network","636051390","€9.30+€0.70","2021/03/15 11:37 am","2021/03/15 11:37 am","-€10.00","1","12","-500"
"iPoker Network","636050933","€9.30+€0.70","2021/03/15 11:34 am","2021/03/15 11:36 am","-€10.00","7","-227","-500"
"iPoker Network","636051211","€9.30+€0.70","2021/03/15 11:33 am","2021/03/15 11:38 am","€10.00","18","-142","1,000"
"iPoker Network","636050533","€9.30+€0.70","2021/03/15 11:28 am","2021/03/15 11:33 am","-€10.00","17","-7","-500"
"iPoker Network","636050626","€9.30+€0.70","2021/03/15 11:28 am","2021/03/15 11:33 am","€30.00","12","790","1,000"
"iPoker Network","636050751","€9.30+€0.70","2021/03/15 11:26 am","2021/03/15 11:27 am","-€10.00","5","-180","-500"
"iPoker Network","636050505","€9.30+€0.70","2021/03/15 11:21 am","2021/03/15 11:23 am","-€10.00","6","152","-500"
"iPoker Network","636050421","€9.30+€0.70","2021/03/15 11:21 am","2021/03/15 11:25 am","-€10.00","11","-433","-500"
"iPoker Network","636048486","€9.30+€0.70","2021/03/15 10:55 am","2021/03/15 11:00 am","-€10.00","13","-622","-500"
"iPoker Network","636048480","€9.30+€0.70","2021/03/15 10:54 am","2021/03/15 11:00 am","-€10.00","22","102","-500"
